N, U, mfp, mct, P0, P1, P2, P3, P4, P5, P6, P7, P8, P9, P10, P11, P12, P13, P14, P15, P16, P17, P18, P19
50000,19994.09,1.394986,0.6987053,2.296412
50000,19994.09,1.395439,0.6981921,2.249991
50000,19994.07,1.39595,0.6981946,1.893866
50000,19994.08,1.397186,0.6978195,2.048839
50000,19994.08,1.394814,0.6961052,3.283567
50000,19994.09,1.389736,0.6944924,2.208181
50000,19994.09,1.390714,0.6946954,5.72729
50000,19994.09,1.38711,0.6925752,2.071789
50000,19994.09,1.389238,0.6942288,3.87875
50000,19994.12,1.386196,0.6924133,4.242564
50000,19994.12,1.387416,0.6926264,3.898584
50000,19994.13,1.385981,0.6916893,2.238886
50000,19994.15,1.382239,0.6909341,3.85614
50000,19994.14,1.382439,0.6906515,3.357343
50000,19994.11,1.377996,0.6882727,6.917087
50000,19994.12,1.378055,0.6887937,7.712132
50000,19994.12,1.375932,0.6873364,7.169208
50000,19994.14,1.375867,0.6870874,4.192102
50000,19994.14,1.373935,0.6859524,2.625958
50000,19994.16,1.375736,0.6856738,6.357591
50000,19994.18,1.38231,0.6872572,5.954083
50000,19994.17,1.378226,0.6853236,3.927935
