Frame, Time, dT, U, U0, U1, U2, V, V0, V1, V2, T0, T1, T2, N, N0, N1, N2, mfp, mct, P0, P1, P2, P3, P4, P5, P6, P7, P8, P9, P10, P11, P12, P13, P14, P15, P16, P17, P18, P19
102,3.100614,0.0267935,9977.553,0,9977.553,0,8000,4.000092,7996,0,NaN,9.635261E+14,NaN,50000,0,50000,0,0.9238248,0.4653952,0,0,0,0,0,0,0.7490828,0,0,0,0.6747821,0.632456,0.4942245,0.5661464,0,0,0,0,0.6342565,0
103,3.126917,0.0263032,9977.554,0,9977.554,0,8000,4.000092,7996,0,NaN,9.635261E+14,NaN,50000,0,50000,0,0.935601,0.4715404,0,0,0,0,0,0,0.5329018,0,0,0,0.7012619,0.651403,0.673834,0.3444504,0,0,0,0,0.4519997,0
104,3.154009,0.0270917,9977.559,0,9977.559,0,8000,4.000092,7996,0,NaN,9.635266E+14,NaN,50000,0,50000,0,0.9489561,0.4787743,0,0,0,0,0,0,0.4356367,0,0,0,0.4897842,0.423053,0.4366936,0.5257122,0,0,0,0,0.7044268,0
105,3.181433,0.027424,9977.557,0,9977.557,0,8000,4.000092,7996,0,NaN,9.635264E+14,NaN,50000,0,50000,0,0.9614092,0.484875,0,0,0,0,0,0,0.5776606,0,0,0,0.3677121,0.7916503,0.3841306,0.6399267,0,0,0,0,0.6983125,0
106,3.207493,0.0260599,9977.563,0,9977.563,0,8000,4.000092,7996,0,NaN,9.635271E+14,NaN,50000,0,50000,0,0.9732627,0.4912655,0,0,0,0,0,0,0.5939738,0,0,0,0.6517522,0.603402,0.7689523,0.6139303,0,0,0,0,0.7498437,0
107,3.233926,0.0264335,9977.563,0,9977.563,0,8000,4.000092,7996,0,NaN,9.635271E+14,NaN,50000,0,50000,0,0.984852,0.4973398,0,0,0,0,0,0,0.6739601,0,0,0,0.601171,0.6081191,0.5146591,0.5660412,0,0,0,0,0.5103623,0
108,3.260334,0.0264076,9977.567,0,9977.567,0,8000,4.000092,7996,0,NaN,9.635275E+14,NaN,50000,0,50000,0,0.9975466,0.5040448,0,0,0,0,0,0,0.6742473,0,0,0,0.4237432,0.6031806,0.5516735,0.4818021,0,0,0,0,0.801387,0
109,3.286296,0.025962,9977.566,0,9977.566,0,8000,4.000092,7996,0,NaN,9.635273E+14,NaN,50000,0,50000,0,1.010844,0.5108714,0,0,0,0,0,0,0.7109612,0,0,0,0.5652508,0.4616984,0.6065022,0.4803848,0,0,0,0,0.6924194,0
110,3.313569,0.0272729,9977.561,0,9977.561,0,8000,4.000092,7996,0,NaN,9.635268E+14,NaN,50000,0,50000,0,1.021876,0.5166476,0,0,0,0,0,0,0.6675929,0,0,0,0.4378809,0.5717887,0.6540537,0.1844648,0,0,0,0,0.5369897,0
111,3.340039,0.026471,9977.555,0,9977.555,0,8000,4.000092,7996,0,NaN,9.635263E+14,NaN,50000,0,50000,0,1.033974,0.5226634,0,0,0,0,0,0,0.4575597,0,0,0,0.4632517,0.5166423,0.5949641,0.4937053,0,0,0,0,0.5100114,0
112,3.366676,0.0266363,9977.551,0,9977.551,0,8000,4.000092,7996,0,NaN,9.635258E+14,NaN,50000,0,50000,0,1.045296,0.528423,0,0,0,0,0,0,0.3663826,0,0,0,0.4735248,0.441521,0.497566,0.6346836,0,0,0,0,0.6836717,0
113,3.3928,0.026124,9977.559,0,9977.559,0,8000,4.000092,7996,0,NaN,9.635266E+14,NaN,50000,0,50000,0,1.059733,0.5355,0,0,0,0,0,0,0.4699818,0,0,0,0.6629843,0.4740905,0.5211612,0.5391046,0,0,0,0,0.5864398,0
114,3.419408,0.0266076,9977.558,0,9977.558,0,8000,4.000092,7996,0,NaN,9.635265E+14,NaN,50000,0,50000,0,1.070792,0.5411531,0,0,0,0,0,0,0.6895209,0,0,0,0.5864844,0.4007283,0.434538,0.4425141,0,0,0,0,0.518361,0
115,3.445339,0.0259319,9977.56,0,9977.56,0,8000,4.000092,7996,0,NaN,9.635267E+14,NaN,50000,0,50000,0,1.082218,0.5470751,0,0,0,0,0,0,0.5006076,0,0,0,0.6468346,0.5222714,0.5930904,0.6244101,0,0,0,0,0.5066678,0
116,3.473106,0.0277663,9977.56,0,9977.56,0,8000,4.000092,7996,0,NaN,9.635267E+14,NaN,50000,0,50000,0,1.094899,0.5534884,0,0,0,0,0,0,0.6027203,0,0,0,0.6597981,0.7268612,0.5948909,0.6630312,0,0,0,0,0.4874086,0
117,3.500875,0.0277689,9977.565,0,9977.565,0,8000,4.000092,7996,0,NaN,9.635273E+14,NaN,50000,0,50000,0,1.109878,0.5609518,0,0,0,0,0,0,0.518294,0,0,0,0.5479983,0.6116215,0.763536,0.6766292,0,0,0,0,0.6722596,0
118,3.528495,0.0276201,9977.563,0,9977.563,0,8000,4.000092,7996,0,NaN,9.635271E+14,NaN,50000,0,50000,0,1.120414,0.5665509,0,0,0,0,0,0,0.4583001,0,0,0,0.6468022,0.6625786,0.3499579,0.4163201,0,0,0,0,0.5977157,0
119,3.556502,0.0280075,9977.56,0,9977.56,0,8000,4.000092,7996,0,NaN,9.635267E+14,NaN,50000,0,50000,0,1.132887,0.5731227,0,0,0,0,0,0,0.6238172,0,0,0,0.6521269,0.4362996,0.730701,0.4848112,0,0,0,0,0.7281312,0
120,3.584638,0.028136,9977.561,0,9977.561,0,8000,4.000092,7996,0,NaN,9.635268E+14,NaN,50000,0,50000,0,1.144672,0.5792803,0,0,0,0,0,0,0.5451282,0,0,0,0.7117041,0.7287508,0.4869418,0.5270275,0,0,0,0,0.4063244,0
121,3.611651,0.0270132,9977.568,0,9977.568,0,8000,4.000092,7996,0,NaN,9.635275E+14,NaN,50000,0,50000,0,1.156563,0.5855468,0,0,0,0,0,0,0.3857033,0,0,0,0.3465668,0.5302332,0.5451328,0.4348709,0,0,0,0,0.5097332,0
122,3.638463,0.026812,9977.567,0,9977.567,0,8000,4.000092,7996,0,NaN,9.635275E+14,NaN,50000,0,50000,0,1.169567,0.5921757,0,0,0,0,0,0,0.5676587,0,0,0,0.3135001,0.6175493,0.6864039,0.6166617,0,0,0,0,0.4879984,0
123,3.665027,0.0265635,9977.559,0,9977.559,0,8000,4.000092,7996,0,NaN,9.635266E+14,NaN,50000,0,50000,0,1.18104,0.5980178,0,0,0,0,0,0,0.5140469,0,0,0,0.5793992,0.5501434,0.6234182,0.6781965,0,0,0,0,0.3440115,0
124,3.691399,0.0263724,9977.566,0,9977.566,0,8000,4.000092,7996,0,NaN,9.635273E+14,NaN,50000,0,50000,0,1.196499,0.6059841,0,0,0,0,0,0,0.5347254,0,0,0,0.6111097,0.8400668,0.604829,0.5391839,0,0,0,0,0.6439133,0
125,3.717671,0.0262716,9977.565,0,9977.565,0,8000,4.000092,7996,0,NaN,9.635273E+14,NaN,50000,0,50000,0,1.208344,0.612422,0,0,0,0,0,0,0.4168345,0,0,0,0.6935306,0.5548714,0.5952591,0.4308067,0,0,0,0,0.5698435,0
126,3.743811,0.0261399,9977.568,0,9977.568,0,8000,4.000092,7996,0,NaN,9.635275E+14,NaN,50000,0,50000,0,1.22066,0.6188285,0,0,0,0,0,0,0.9657501,0,0,0,0.4559911,0.7583594,0.6209174,0.6337622,0,0,0,0,0.7206425,0
127,3.770024,0.0262132,9977.574,0,9977.574,0,8000,4.000092,7996,0,NaN,9.635281E+14,NaN,50000,0,50000,0,1.23329,0.6252245,0,0,0,0,0,0,0.5939459,0,0,0,0.64902,0.5815321,0.4537646,0.5571156,0,0,0,0,0.6046725,0
128,3.796338,0.0263144,9977.575,0,9977.575,0,8000,4.000092,7996,0,NaN,9.635282E+14,NaN,50000,0,50000,0,1.247693,0.6329552,0,0,0,0,0,0,0.7467676,0,0,0,0.53637,0.718706,0.6789296,0.8363718,0,0,0,0,0.6984358,0
129,3.823283,0.0269444,9977.57,0,9977.57,0,8000,4.000092,7996,0,NaN,9.635277E+14,NaN,50000,0,50000,0,1.261501,0.6399977,0,0,0,0,0,0,0.5531104,0,0,0,0.5496488,0.6531165,0.6051133,0.4006196,0,0,0,0,0.4562204,0
130,3.84932,0.0260368,9977.576,0,9977.576,0,8000,4.000092,7996,0,NaN,9.635283E+14,NaN,50000,0,50000,0,1.271835,0.6454996,0,0,0,0,0,0,0.9002018,0,0,0,0.715346,0.6849323,0.8341738,0.7355017,0,0,0,0,0.7055312,0
131,3.875337,0.026017,9977.576,0,9977.576,0,8000,4.000092,7996,0,NaN,9.635283E+14,NaN,50000,0,50000,0,1.281874,0.6509408,0,0,0,0,0,0,0.9220173,0,0,0,0.350367,0.5075749,0.5624942,0.6918846,0,0,0,0,0.5407116,0
132,3.901809,0.0264722,9977.569,0,9977.569,0,8000,4.000092,7996,0,NaN,9.635277E+14,NaN,50000,0,50000,0,1.294353,0.657106,0,0,0,0,0,0,0.4944904,0,0,0,0.6214524,0.6747799,0.4048948,0.6591914,0,0,0,0,0.4950156,0
133,3.927779,0.0259704,9977.569,0,9977.569,0,8000,4.000092,7996,0,NaN,9.635277E+14,NaN,50000,0,50000,0,1.30447,0.6623888,0,0,0,0,0,0,0.5392537,0,0,0,0.6095369,0.4373007,0.5837634,0.4411817,0,0,0,0,0.4093575,0
134,3.954052,0.0262728,9977.576,0,9977.576,0,8000,4.000092,7996,0,NaN,9.635283E+14,NaN,50000,0,50000,0,1.318431,0.669865,0,0,0,0,0,0,0.7299855,0,0,0,0.6095721,0.6419662,0.367007,0.5870603,0,0,0,0,0.5270727,0
135,3.979813,0.0257607,9977.578,0,9977.578,0,8000,4.000092,7996,0,NaN,9.635285E+14,NaN,50000,0,50000,0,1.332142,0.6771141,0,0,0,0,0,0,0.5867212,0,0,0,0.6129481,0.5095237,0.6343756,0.5188999,0,0,0,0,0.5568109,0
136,4.006036,0.0262238,9977.583,0,9977.583,0,8000,4.000092,7996,0,NaN,9.635289E+14,NaN,50000,0,50000,0,1.344765,0.6838182,0,0,0,0,0,0,0.4910393,0,0,0,0.5154111,0.5020084,0.5993688,0.638611,0,0,0,0,0.4877014,0
137,4.032621,0.0265851,9977.589,0,9977.589,0,8000,4.000092,7996,0,NaN,9.635295E+14,NaN,50000,0,50000,0,1.357837,0.6906935,0,0,0,0,0,0,0.8269147,0,0,0,0.4926253,0.6336486,0.6422401,0.3915694,0,0,0,0,0.9532385,0
138,4.058887,0.0262659,9977.596,0,9977.596,0,8000,4.000092,7996,0,NaN,9.635302E+14,NaN,50000,0,50000,0,1.367211,0.695646,0,0,0,0,0,0,0.4878995,0,0,0,0.4666557,0.609377,0.652943,0.3849188,0,0,0,0,0.6895169,0
139,4.085434,0.0265467,9977.593,0,9977.593,0,8000,4.000092,7996,0,NaN,9.635299E+14,NaN,50000,0,50000,0,1.378288,0.7016121,0,0,0,0,0,0,0.5929441,0,0,0,0.5305501,0.521032,0.7205521,0.8318831,0,0,0,0,0.607201,0
140,4.111525,0.0260907,9977.585,0,9977.585,0,8000,4.000092,7996,0,NaN,9.635291E+14,NaN,50000,0,50000,0,1.389779,0.7075391,0,0,0,0,0,0,0.6145438,0,0,0,0.5722531,0.5306016,0.6655156,0.5880623,0,0,0,0,0.566694,0
141,4.137474,0.0259486,9977.588,0,9977.588,0,8000,4.000092,7996,0,NaN,9.635294E+14,NaN,50000,0,50000,0,1.399196,0.7128124,0,0,0,0,0,0,0.455475,0,0,0,0.4323587,0.748546,0.47026,0.5062545,0,0,0,0,0.8021339,0
142,4.163677,0.0262039,9977.593,0,9977.593,0,8000,4.000092,7996,0,NaN,9.635299E+14,NaN,50000,0,50000,0,1.407748,0.7173309,0,0,0,0,0,0,0.7621148,0,0,0,0.2909371,0.6160637,0.5319412,0.4267199,0,0,0,0,0.4406743,0
143,4.189648,0.0259706,9977.586,0,9977.586,0,8000,4.000092,7996,0,NaN,9.635293E+14,NaN,50000,0,50000,0,1.419199,0.7234633,0,0,0,0,0,0,0.7568441,0,0,0,0.6158734,0.5452502,0.6030775,0.5798247,0,0,0,0,0.68274,0
144,4.216387,0.0267388,9977.586,0,9977.586,0,8000,4.000092,7996,0,NaN,9.635293E+14,NaN,50000,0,50000,0,1.431177,0.7300964,0,0,0,0,0,0,0.5855961,0,0,0,0.7085729,0.4985068,0.5611625,0.5678476,0,0,0,0,0.5172687,0
145,4.242691,0.0263041,9977.584,0,9977.584,0,8000,4.000092,7996,0,NaN,9.635291E+14,NaN,50000,0,50000,0,1.440405,0.7349042,0,0,0,0,0,0,0.4877424,0,0,0,0.3109501,0.3142352,0.5751747,0.5904741,0,0,0,0,0.6070976,0
146,4.269403,0.0267117,9977.582,0,9977.582,0,8000,4.000092,7996,0,NaN,9.635289E+14,NaN,50000,0,50000,0,1.453334,0.7417236,0,0,0,0,0,0,0.5284702,0,0,0,0.6605751,0.3999,0.8441681,0.6664315,0,0,0,0,0.4746214,0
147,4.295581,0.0261785,9977.579,0,9977.579,0,8000,4.000092,7996,0,NaN,9.635286E+14,NaN,50000,0,50000,0,1.464485,0.7476823,0,0,0,0,0,0,0.7293582,0,0,0,0.9442286,0.6051757,0.4769271,0.5257854,0,0,0,0,0.7345213,0
148,4.321645,0.0260637,9977.584,0,9977.584,0,8000,4.000092,7996,0,NaN,9.635291E+14,NaN,50000,0,50000,0,1.474005,0.7529418,0,0,0,0,0,0,0.5277014,0,0,0,0.5792976,0.7764828,0.6788454,0.7286881,0,0,0,0,0.2872247,0
149,4.348145,0.0265005,9977.585,0,9977.585,0,8000,4.000092,7996,0,NaN,9.635291E+14,NaN,50000,0,50000,0,1.485925,0.7594146,0,0,0,0,0,0,0.5363505,0,0,0,0.7884251,0.6794915,0.4416233,0.7859133,0,0,0,0,0.4978027,0
150,4.373985,0.0258399,9977.595,0,9977.595,0,8000,4.000092,7996,0,NaN,9.635301E+14,NaN,50000,0,50000,0,1.4958,0.7649426,0,0,0,0,0,0,0.522607,0,0,0,0.4866582,0.6779409,0.5060785,0.5695248,0,0,0,0,0.6308803,0
151,4.400703,0.0267184,9977.594,0,9977.594,0,8000,4.000092,7996,0,NaN,9.6353E+14,NaN,50000,0,50000,0,1.505472,0.7700046,0,0,0,0,0,0,0.4743051,0,0,0,0.6903281,0.5901485,0.526288,0.5287383,0,0,0,0,0.4064842,0
152,4.427189,0.0264856,9977.597,0,9977.597,0,8000,4.000092,7996,0,NaN,9.635303E+14,NaN,50000,0,50000,0,1.515388,0.7755848,0,0,0,0,0,0,0.9737731,0,0,0,0.677937,0.6692598,0.5847216,0.6388504,0,0,0,0,0.4014382,0
153,4.453392,0.0262024,9977.598,0,9977.598,0,8000,4.000092,7996,0,NaN,9.635303E+14,NaN,50000,0,50000,0,1.524858,0.7806692,0,0,0,0,0,0,0.6104603,0,0,0,0.671173,0.5392306,0.7561797,0.5160525,0,0,0,0,0.6844282,0
154,4.48027,0.026879,9977.598,0,9977.598,0,8000,4.000092,7996,0,NaN,9.635303E+14,NaN,50000,0,50000,0,1.535592,0.7864211,0,0,0,0,0,0,0.6239491,0,0,0,0.6239792,0.4908049,0.578716,0.6347165,0,0,0,0,0.4680236,0
155,4.506284,0.0260138,9977.6,0,9977.6,0,8000,4.000092,7996,0,NaN,9.635305E+14,NaN,50000,0,50000,0,1.544834,0.7914684,0,0,0,0,0,0,0.5833172,0,0,0,0.3773003,0.6343011,0.8426604,0.6425481,0,0,0,0,0.2791248,0
156,4.532586,0.026301,9977.598,0,9977.598,0,8000,4.000092,7996,0,NaN,9.635303E+14,NaN,50000,0,50000,0,1.552995,0.7959847,0,0,0,0,0,0,0.6229826,0,0,0,0.4683577,0.409008,0.6764668,0.5863934,0,0,0,0,0.3235535,0
157,4.558574,0.0259885,9977.598,0,9977.598,0,8000,4.000092,7996,0,NaN,9.635303E+14,NaN,50000,0,50000,0,1.565218,0.802704,0,0,0,0,0,0,0.5964305,0,0,0,0.4768743,0.4735473,0.7018365,0.450243,0,0,0,0,0.8524892,0
158,4.585211,0.026637,9977.604,0,9977.604,0,8000,4.000092,7996,0,NaN,9.635309E+14,NaN,50000,0,50000,0,1.575111,0.8081295,0,0,0,0,0,0,0.3306402,0,0,0,0.4024536,0.5174324,0.4494364,0.4996148,0,0,0,0,0.5881686,0
159,4.611426,0.026215,9977.603,0,9977.603,0,8000,4.000092,7996,0,NaN,9.635308E+14,NaN,50000,0,50000,0,1.587529,0.8147701,0,0,0,0,0,0,0.6926317,0,0,0,0.6437199,0.50952,0.5265096,0.6579145,0,0,0,0,0.9941524,0
160,4.637388,0.0259623,9977.612,0,9977.612,0,8000,4.000092,7996,0,NaN,9.635318E+14,NaN,50000,0,50000,0,1.593891,0.8184187,0,0,0,0,0,0,0.5139955,0,0,0,0.5967525,0.6216097,0.5254968,0.5579827,0,0,0,0,0.4811906,0
161,4.663198,0.0258104,9977.625,0,9977.625,0,8000,4.000092,7996,0,NaN,9.63533E+14,NaN,50000,0,50000,0,1.603966,0.8235065,0,0,0,0,0,0,0.6271705,0,0,0,0.6658517,0.5065172,0.6388659,0.5388151,0,0,0,0,0.7276438,0
162,4.689262,0.0260633,9977.631,0,9977.631,0,8000,4.000092,7996,0,NaN,9.635336E+14,NaN,50000,0,50000,0,1.615429,0.8295516,0,0,0,0,0,0,0.5852399,0,0,0,0.4690879,0.5434004,0.5244408,0.6185532,0,0,0,0,0.5767428,0
163,4.715885,0.0266231,9977.635,0,9977.635,0,8000,4.000092,7996,0,NaN,9.63534E+14,NaN,50000,0,50000,0,1.625312,0.8348696,0,0,0,0,0,0,0.4634438,0,0,0,0.5264967,0.5148391,0.5508512,0.410785,0,0,0,0,0.4206912,0
164,4.742122,0.0262374,9977.634,0,9977.634,0,8000,4.000092,7996,0,NaN,9.635338E+14,NaN,50000,0,50000,0,1.634272,0.839791,0,0,0,0,0,0,0.509845,0,0,0,0.6006951,0.5162047,0.283819,0.5381034,0,0,0,0,0.7057909,0
165,4.768421,0.0262982,9977.635,0,9977.635,0,8000,4.000092,7996,0,NaN,9.63534E+14,NaN,50000,0,50000,0,1.641105,0.8435468,0,0,0,0,0,0,0.6599849,0,0,0,0.7226385,0.6642438,0.6799148,0.3832376,0,0,0,0,0.5935808,0
166,4.794494,0.0260732,9977.632,0,9977.632,0,8000,4.000092,7996,0,NaN,9.635337E+14,NaN,50000,0,50000,0,1.65073,0.8490036,0,0,0,0,0,0,0.5407401,0,0,0,0.7843335,0.5180727,0.5565947,0.6214421,0,0,0,0,0.7399263,0
167,4.820707,0.0262133,9977.628,0,9977.628,0,8000,4.000092,7996,0,NaN,9.635333E+14,NaN,50000,0,50000,0,1.661791,0.8548917,0,0,0,0,0,0,0.5834643,0,0,0,0.8455915,0.9027617,0.3632151,0.7160352,0,0,0,0,0.544356,0
168,4.846703,0.025996,9977.627,0,9977.627,0,8000,4.000092,7996,0,NaN,9.635332E+14,NaN,50000,0,50000,0,1.6726,0.860547,0,0,0,0,0,0,0.4968103,0,0,0,0.5249484,0.6362759,0.744297,0.8436868,0,0,0,0,0.5770386,0
169,4.873096,0.0263923,9977.624,0,9977.624,0,8000,4.000092,7996,0,NaN,9.635329E+14,NaN,50000,0,50000,0,1.68269,0.8657858,0,0,0,0,0,0,0.6953696,0,0,0,0.4104534,0.4007837,0.371447,0.5901763,0,0,0,0,0.6081676,0
170,4.899507,0.026411,9977.626,0,9977.626,0,8000,4.000092,7996,0,NaN,9.635331E+14,NaN,50000,0,50000,0,1.692763,0.8713185,0,0,0,0,0,0,0.4733562,0,0,0,0.5138612,0.46571,0.2939586,0.6668486,0,0,0,0,0.5358328,0
171,4.925448,0.025942,9977.622,0,9977.622,0,8000,4.000092,7996,0,NaN,9.635328E+14,NaN,50000,0,50000,0,1.70705,0.8789191,0,0,0,0,0,0,0.6469339,0,0,0,0.5897381,0.8733761,0.6998456,0.6746704,0,0,0,0,0.5750986,0
172,4.952051,0.026603,9977.623,0,9977.623,0,8000,4.000092,7996,0,NaN,9.635328E+14,NaN,50000,0,50000,0,1.717221,0.8842437,0,0,0,0,0,0,0.4411657,0,0,0,0.5559949,0.6858675,0.9336563,0.5907549,0,0,0,0,0.6210139,0
173,4.978129,0.0260779,9977.624,0,9977.624,0,8000,4.000092,7996,0,NaN,9.635329E+14,NaN,50000,0,50000,0,1.727906,0.8901433,0,0,0,0,0,0,0.6348011,0,0,0,0.4884245,0.4564051,0.3845537,0.4750991,0,0,0,0,0.5405396,0
174,5.004407,0.0262778,9977.62,0,9977.62,0,8000,4.000092,7996,0,NaN,9.635326E+14,NaN,50000,0,50000,0,1.734635,0.8940595,0,0,0,0,0,0,0.7306598,0,0,0,0.7219738,0.7050694,0.7232341,0.6262773,0,0,0,0,0.6375708,0
175,5.030709,0.0263023,9977.617,0,9977.617,0,8000,4.000092,7996,0,NaN,9.635323E+14,NaN,50000,0,50000,0,1.743496,0.8992642,0,0,0,0,0,0,0.7882391,0,0,0,0.611989,0.7630792,0.3320737,0.473899,0,0,0,0,0.3686481,0
176,5.056718,0.0260087,9977.618,0,9977.618,0,8000,4.000092,7996,0,NaN,9.635324E+14,NaN,50000,0,50000,0,1.754768,0.9055688,0,0,0,0,0,0,0.6044714,0,0,0,0.5567721,0.3775398,0.7193562,0.4719317,0,0,0,0,0.6076903,0
177,5.082771,0.026053,9977.617,0,9977.617,0,8000,4.000092,7996,0,NaN,9.635323E+14,NaN,50000,0,50000,0,1.764908,0.9109754,0,0,0,0,0,0,0.4574696,0,0,0,0.7706742,0.6365852,0.5408106,0.58032,0,0,0,0,0.517739,0
178,5.109174,0.0264029,9977.618,0,9977.618,0,8000,4.000092,7996,0,NaN,9.635324E+14,NaN,50000,0,50000,0,1.775734,0.9169891,0,0,0,0,0,0,0.4957963,0,0,0,0.6163754,0.699148,0.6401148,0.5568002,0,0,0,0,0.3768298,0
179,5.135639,0.0264648,9977.613,0,9977.613,0,8000,4.000092,7996,0,NaN,9.635319E+14,NaN,50000,0,50000,0,1.784349,0.9217101,0,0,0,0,0,0,0.641692,0,0,0,0.4692722,0.4550685,0.3775707,0.4279132,0,0,0,0,0.6560352,0
180,5.161798,0.0261599,9977.619,0,9977.619,0,8000,4.000092,7996,0,NaN,9.635324E+14,NaN,50000,0,50000,0,1.790915,0.925026,0,0,0,0,0,0,0.5079323,0,0,0,0.5509859,0.4823467,0.626609,0.7265043,0,0,0,0,0.4767291,0
181,5.187863,0.0260642,9977.62,0,9977.62,0,8000,4.000092,7996,0,NaN,9.635326E+14,NaN,50000,0,50000,0,1.799751,0.9298791,0,0,0,0,0,0,0.3668625,0,0,0,0.4474927,0.7133881,0.5109141,0.6540657,0,0,0,0,0.5833687,0
182,5.213801,0.0259381,9977.618,0,9977.618,0,8000,4.000092,7996,0,NaN,9.635324E+14,NaN,50000,0,50000,0,1.808424,0.9350744,0,0,0,0,0,0,0.7507983,0,0,0,0.5611144,0.2654897,0.6281574,0.6264542,0,0,0,0,0.425662,0
183,5.23993,0.0261292,9977.615,0,9977.615,0,8000,4.000092,7996,0,NaN,9.635321E+14,NaN,50000,0,50000,0,1.816891,0.9395265,0,0,0,0,0,0,0.6724807,0,0,0,0.5320762,0.5783766,0.9658151,0.5784088,0,0,0,0,0.6115819,0
184,5.266716,0.0267861,9977.614,0,9977.614,0,8000,4.000092,7996,0,NaN,9.63532E+14,NaN,50000,0,50000,0,1.825705,0.9445576,0,0,0,0,0,0,0.6697791,0,0,0,0.3007875,0.3920152,0.4738191,0.3467559,0,0,0,0,0.4234391,0
185,5.292981,0.0262646,9977.61,0,9977.61,0,8000,4.000092,7996,0,NaN,9.635316E+14,NaN,50000,0,50000,0,1.833541,0.9488004,0,0,0,0,0,0,0.5372079,0,0,0,0.6577397,0.5668839,0.5939693,0.5807359,0,0,0,0,0.5800126,0
186,5.319594,0.0266131,9977.612,0,9977.612,0,8000,4.000092,7996,0,NaN,9.635318E+14,NaN,50000,0,50000,0,1.839927,0.9524788,0,0,0,0,0,0,0.6027391,0,0,0,0.4638573,0.410139,0.708754,0.8845746,0,0,0,0,0.7241026,0
187,5.345678,0.0260838,9977.61,0,9977.61,0,8000,4.000092,7996,0,NaN,9.635316E+14,NaN,50000,0,50000,0,1.849679,0.9576923,0,0,0,0,0,0,0.5329659,0,0,0,0.4362072,0.5732125,0.7931758,0.7139435,0,0,0,0,0.5615653,0
188,5.372452,0.0267746,9977.607,0,9977.607,0,8000,4.000092,7996,0,NaN,9.635313E+14,NaN,50000,0,50000,0,1.860162,0.9634401,0,0,0,0,0,0,0.723893,0,0,0,0.3914953,0.577886,0.5624713,0.7752953,0,0,0,0,0.4175286,0
189,5.398918,0.0264654,9977.607,0,9977.607,0,8000,4.000092,7996,0,NaN,9.635313E+14,NaN,50000,0,50000,0,1.870257,0.9690545,0,0,0,0,0,0,0.5666237,0,0,0,0.3479434,0.4735458,0.5641646,0.6193339,0,0,0,0,0.6010643,0
190,5.425122,0.0262041,9977.605,0,9977.605,0,8000,4.000092,7996,0,NaN,9.635312E+14,NaN,50000,0,50000,0,1.879138,0.97388,0,0,0,0,0,0,0.5380682,0,0,0,0.7476406,0.4992429,0.6456472,0.7070121,0,0,0,0,0.5004668,0
191,5.451175,0.0260532,9977.598,0,9977.598,0,8000,4.000092,7996,0,NaN,9.635303E+14,NaN,50000,0,50000,0,1.890165,0.9796272,0,0,0,0,0,0,0.4413735,0,0,0,0.6221109,0.6197496,0.6767654,0.3693826,0,0,0,0,0.6256166,0
192,5.47721,0.026035,9977.602,0,9977.602,0,8000,4.000092,7996,0,NaN,9.635307E+14,NaN,50000,0,50000,0,1.897921,0.9839817,0,0,0,0,0,0,0.5133756,0,0,0,0.3292606,0.7380251,0.7456958,0.4689647,0,0,0,0,0.5774515,0
193,5.503471,0.0262607,9977.606,0,9977.606,0,8000,4.000092,7996,0,NaN,9.635312E+14,NaN,50000,0,50000,0,1.906962,0.9891771,0,0,0,0,0,0,0.5012195,0,0,0,0.7932177,0.5635803,0.393701,0.4585715,0,0,0,0,0.575081,0
194,5.529591,0.0261204,9977.597,0,9977.597,0,8000,4.000092,7996,0,NaN,9.635303E+14,NaN,50000,0,50000,0,1.914371,0.9928035,0,0,0,0,0,0,0.563948,0,0,0,0.7725576,0.5664178,0.4285434,0.7209017,0,0,0,0,0.5294999,0
195,5.555815,0.0262235,9977.595,0,9977.595,0,8000,4.000092,7996,0,NaN,9.635301E+14,NaN,50000,0,50000,0,1.922394,0.9970956,0,0,0,0,0,0,0.9310274,0,0,0,0.5884429,0.5471681,0.2074882,0.5371657,0,0,0,0,0.6330073,0
196,5.582757,0.0269422,9977.599,0,9977.599,0,8000,4.000092,7996,0,NaN,9.635305E+14,NaN,50000,0,50000,0,1.92798,1.000277,0,0,0,0,0,0,0.5273049,0,0,0,0.4209821,0.5153107,0.615401,0.5882967,0,0,0,0,0.6723791,0
197,5.608939,0.0261818,9977.6,0,9977.6,0,8000,4.000092,7996,0,NaN,9.635305E+14,NaN,50000,0,50000,0,1.939815,1.006328,0,0,0,0,0,0,0.525784,0,0,0,0.4402939,0.7246073,0.7144271,0.6146241,0,0,0,0,0.4377068,0
198,5.635746,0.0268073,9977.605,0,9977.605,0,8000,4.000092,7996,0,NaN,9.635312E+14,NaN,50000,0,50000,0,1.948449,1.011132,0,0,0,0,0,0,0.5985552,0,0,0,0.6312764,0.7856601,0.4453985,0.8206407,0,0,0,0,0.5209637,0
199,5.662185,0.0264387,9977.604,0,9977.604,0,8000,4.000092,7996,0,NaN,9.635309E+14,NaN,50000,0,50000,0,1.955653,1.01506,0,0,0,0,0,0,0.6382596,0,0,0,0.6395249,0.8377716,0.641305,0.5137113,0,0,0,0,0.6682473,0
200,5.688377,0.0261929,9977.603,0,9977.603,0,8000,4.000092,7996,0,NaN,9.635308E+14,NaN,50000,0,50000,0,1.960647,1.018364,0,0,0,0,0,0,0.6977412,0,0,0,0.7220161,0.4306373,0.5427373,0.7597767,0,0,0,0,0.6227468,0
